rid,uid,role,feature,benefit,novelty_avg,ustories,stories
501,pet owner,something that can throw pet toys around when I'm not around,my dog can have fun without me!,Entertainment,3.6667,something that can throw pet toys around when i'm not around my dog can have fun without me! entertainment,"['something', 'throw', 'pet', 'toy', ""'m"", 'dog', 'fun', 'entertainment']"
492,home occupant,Dishwasher cabinet,I can clean and store my most frequently used dishes in the same space.,Health,4.0,dishwasher cabinet i can clean and store my most frequently used dishes in the same space. health,"['dishwasher', 'cabinet', 'clean', 'store', 'frequently', 'use', 'dish', 'space', 'health']"
501,home occupant,a fireplace that starts itself automatically when appropriate,I don't have to deal with wood and opening an open flame to my living room,Safety,4.0,a fireplace that starts itself automatically when appropriate i don't have to deal with wood and opening an open flame to my living room safety,"['fireplace', 'start', 'appropriate', 'deal', 'wood', 'opening', 'open', 'flame', 'living', 'room', 'safety']"
501,home owner,weather notifications sent to my bedroom in the morning,I can wake up and start planning my day,Entertainment,2.5,weather notifications sent to my bedroom in the morning i can wake up and start planning my day entertainment,"['weather', 'notification', 'sent', 'bedroom', 'morning', 'wake', 'start', 'planning', 'day', 'entertainment']"
506,parent,soft lullaby music to play when I enter the nursery with my child,my baby will stay asleep,Health,4.0,soft lullaby music to play when i enter the nursery with my child my baby will stay asleep health,"['soft', 'lullaby', 'music', 'play', 'enter', 'nursery', 'child', 'baby', 'stay', 'asleep', 'health']"
506,home occupant,a pet door that will open for my pet and lock afterwards,my pet can go potty but my home is secure.,Safety,4.5,a pet door that will open for my pet and lock afterwards my pet can go potty but my home is secure. safety,"['pet', 'door', 'open', 'pet', 'lock', 'afterwards', 'pet', 'go', 'potty', 'secure', 'safety']"
506,home occupant,my curtains or blinds to sense the sun and go down automatically if it's facing their side of the house,my home will stay cooler in the summer,Energy,3.3333,my curtains or blinds to sense the sun and go down automatically if it's facing their side of the house my home will stay cooler in the summer energy,"['curtain', 'blind', 'sense', 'sun', 'go', 'face', 'side', 'stay', 'cooler', 'summer', 'energy']"
509,home owner,a sensor on the back door that can see when my dog needs to go outside,"my dog can let herself out whenever she'd like to get some fresh air, but the door can stay locked otherwise.",Safety,4.25,"a sensor on the back door that can see when my dog needs to go outside my dog can let herself out whenever she'd like to get some fresh air, but the door can stay locked otherwise. safety","['sensor', 'back', 'door', 'see', 'dog', 'need', 'go', 'dog', 'let', 'whenever', 'like', 'get', 'fresh', 'air', 'door', 'stay', 'lock', 'otherwise', 'safety']"
506,home occupant,my television to automatically turn on if there's urgent news,I will know of any weather hazards or other dangers in the area.,Safety,4.0,my television to automatically turn on if there's urgent news i will know of any weather hazards or other dangers in the area. safety,"['television', 'turn', 'urgent', 'news', 'know', 'weather', 'hazard', 'danger', 'area', 'safety']"
509,cleaner,a dryer that can tell when clothes are dry and shut itself off,"if I set the timer for longer than needed, I can save electricity.",Energy,3.6667,"a dryer that can tell when clothes are dry and shut itself off if i set the timer for longer than needed, i can save electricity. energy","['dryer', 'tell', 'clothes', 'dry', 'shut', 'set', 'timer', 'longer', 'need', 'save', 'electricity', 'energy']"
509,home owner,a floor heater on a timer,"my floors aren't heated all night when nobody is using them, but are nice and warm when I wake up.",Energy,2.0,"a floor heater on a timer my floors aren't heated all night when nobody is using them, but are nice and warm when i wake up. energy","['floor', 'heater', 'timer', 'floor', 'heat', 'night', 'nobody', 'use', 'nice', 'warm', 'wake', 'energy']"
506,home occupant,the toilet seat to sense when my husband is done and to go down automatically,I don't have to lower it myself,Entertainment,3.0,the toilet seat to sense when my husband is done and to go down automatically i don't have to lower it myself entertainment,"['toilet', 'seat', 'sense', 'husband', 'do', 'go', 'low', 'entertainment']"
509,home owner,lights that I can set to preset timers,my house looks like someone is home when I am on vacation.,Safety,3.5,lights that i can set to preset timers my house looks like someone is home when i am on vacation. safety,"['light', 'set', 'preset', 'timer', 'look', 'someone', 'vacation', 'safety']"
509,home owner,a meter that can log how much water I use for things and breakdown where I can save water,I am not wasting water.,Other,3.6667,a meter that can log how much water i use for things and breakdown where i can save water i am not wasting water. other,"['meter', 'log', 'much', 'water', 'use', 'thing', 'breakdown', 'save', 'water', 'waste', 'water']"
509,home owner,lights on sensors outside,people trying to break in are scared away by the sudden attention.,Safety,3.0,lights on sensors outside people trying to break in are scared away by the sudden attention. safety,"['light', 'sensor', 'people', 'try', 'break', 'scar', 'away', 'sudden', 'attention', 'safety']"
509,parent,a timer on my TV that automatically starts when turned on,my children don't watch TV all day.,Health,2.8333,a timer on my tv that automatically starts when turned on my children don't watch tv all day. health,"['timer', 'tv', 'start', 'turn', 'child', 'watch', 'tv', 'day', 'health']"
506,home occupant,my closet to put forth clothing that is appropriate for the weather,"I don't have to dig out the clothes I need, saving me time.",Entertainment,3.5,"my closet to put forth clothing that is appropriate for the weather i don't have to dig out the clothes i need, saving me time. entertainment","['closet', 'put', 'clothing', 'appropriate', 'weather', 'dig', 'clothes', 'need', 'save', 'time', 'entertainment']"
509,home owner,cameras that turn on when someone pulls into the driveway and shows me who is coming,I can be prepared for visitors/intruders.,Safety,2.5,cameras that turn on when someone pulls into the driveway and shows me who is coming i can be prepared for visitors/intruders. safety,"['camera', 'turn', 'someone', 'pull', 'driveway', 'show', 'come', 'prepared', 'visitors/intruders', 'safety']"
509,cook,a way to monitor what is in my oven when I'm in other rooms of the house,I can prevent things from overcooking when I get distracted with other things.,Other,3.0,a way to monitor what is in my oven when i'm in other rooms of the house i can prevent things from overcooking when i get distracted with other things. other,"['way', 'monitor', 'oven', ""'m"", 'room', 'prevent', 'thing', 'overcook', 'get', 'distract', 'thing']"
509,home owner,"a way to track chores around the house, such as when I watered the lawn, when I last changed the dog's water bowl, etc.",I keep up to date on keeping the house clean without forgetting certain chores.,Other,3.3333,"a way to track chores around the house, such as when i watered the lawn, when i last changed the dog's water bowl, etc. i keep up to date on keeping the house clean without forgetting certain chores. other","['way', 'track', 'chore', 'water', 'lawn', 'last', 'change', 'dog', 'water', 'bowl', 'keep', 'date', 'keep', 'clean', 'forget', 'certain', 'chore']"
506,parent,"set universal locks on all cell phones, tablets, and video games in the home during certain periods",my children wouldn't be able to sneak away from bed or during homework to play around.,Health,4.0,"set universal locks on all cell phones, tablets, and video games in the home during certain periods my children wouldn't be able to sneak away from bed or during homework to play around. health","['set', 'universal', 'lock', 'cell', 'phone', 'tablet', 'video', 'game', 'certain', 'period', 'child', 'able', 'sneak', 'bed', 'homework', 'play', 'around', 'health']"
509,home owner,"something to track when I need to fix something on the house that I can't normally see, such as clogged gutters or a problem with the roof",my house stays in great shape.,Safety,3.5,"something to track when i need to fix something on the house that i can't normally see, such as clogged gutters or a problem with the roof my house stays in great shape. safety","['something', 'need', 'fix', 'something', 'normally', 'see', 'clog', 'gutter', 'problem', 'roof', 'stay', 'great', 'shape', 'safety']"
506,home occupant,a tub that can sense how much water is in it and shuts off at a certain level,my children don't accidentally over fill the tub and cause a flood.,Safety,4.25,a tub that can sense how much water is in it and shuts off at a certain level my children don't accidentally over fill the tub and cause a flood. safety,"['tub', 'sense', 'much', 'water', 'shuts', 'certain', 'level', 'child', 'accidentally', 'fill', 'tub', 'cause', 'flood', 'safety']"
